airport_traffic,avg_income,fuel_price,avg_ticket_fare,flight_frequency,route_distance,passenger_demand
204588.03882677513,65837.62501988023,1.3618321212682858,287.42713572589844,119.67154207854496,2100.3039162537243,118902.37411331148
100621.55426995536,60376.23683765888,1.0679362367151866,300.86220379976635,143.76786546896167,1840.0886968453972,42384.575773045835
189016.4056081244,66362.20814301497,0.8808123612778851,278.8668825617294,170.53864851747244,1360.5391462368564,117434.22221536537
217855.62857558733,72945.56809425257,0.7566689339099362,204.83792915131085,109.38262454159359,1360.2969182726285,112785.53537999284
273894.7022370758,84032.20179374423,0.6590330519613642,229.01918934880905,110.21121114963556,1371.345979513047,180546.26003704302
174086.48908631763,50146.214014077814,0.9305195453800835,269.5749824491167,140.88321754138144,2330.6991934243365,143982.7342560745
159575.3198553406,90596.4004958752,0.7865473882073545,201.11488764432218,133.63782979252622,1652.7741808926214,60655.52513541713
174912.14782077319,41574.94640572998,0.6866619435603489,278.5199372068955,156.93414651472068,1672.0166588764278,29374.086356320026
245770.1058851037,63178.578859573,0.803014067363621,240.3869840736746,131.67856370651927,1912.113381612737,42284.37616255919
216437.55548298423,72059.80647781491,0.7377677994578408,235.0071676980161,112.81415818425882,1595.5156636106053,141154.4671208415
173511.98981164806,68371.90241282039,1.1530712452608847,278.43839872813965,131.8130966138462,1396.3831416717187,41143.08163526184
225663.3716556678,57527.605762152874,1.0322459635424175,267.7705324594416,142.17407161165815,1421.4600603660087,16640.314425847508
204853.87746740202,62502.532995712696,0.8988041038025074,235.5613533672368,136.4096436239473,1471.3594962343743,135862.37119874684
248432.24952664447,59083.98878409401,1.121991620833504,296.37319213456993,130.14548062214595,1485.1111053960633,254074.80705705722
164897.3453061324,57927.62291666946,0.9116052461471428,206.7574668960041,141.33349379178307,1791.051817454792,101373.69524275507
183616.89267011159,75195.22516425229,0.7708073698007605,274.63742427777055,143.38591180891345,1520.7783543229198,143611.44558263352
180394.5923433921,69284.18583158057,1.1284686115904485,273.72405031873535,147.64317982075053,1793.0560308862316,108354.05620551418
126824.25259339408,56685.08485687215,0.9808365065526988,237.61814242744038,132.97419775179284,1467.713367956567,71545.34526218627
214806.0138532288,75795.198505199,0.7444130768510315,263.0453208896847,116.65763839366291,1531.4540761264363,158088.09315999603
213052.76360899446,68687.59425051931,0.8714491982874588,199.95545694458787,122.93427372866645,700.719726187157,108336.15589346961
200255.67283212303,74754.34542606752,0.7686572619922865,286.961080768276,144.13017933016715,1866.5310698809926,121647.84199948669
188270.64333124267,72555.54610308335,0.6925800403553496,242.60391454228045,103.66128658025528,1638.5953903591972,113926.3014530056
129231.46289747929,55052.05986893513,1.0389266321297463,229.09107917923842,127.37346617745803,1899.2040439438608,44585.38574225693
178967.73386173206,58277.82751763637,1.1864124960705196,291.96036903347556,112.13322375345278,341.4978487225244,141017.14270350285
182864.2741736615,73967.52326147915,0.6902148639271288,221.82625237828964,120.57489645869634,2335.349881912291,93852.83647541015
159886.13653891906,72324.44318520158,0.9844453855035856,193.66154814545763,145.56903725214596,1444.1641487379304,66575.73555959115
191935.71441669954,64749.180872430225,0.8024036146317259,187.73483305904386,123.82198136039807,1943.2731266950066,140087.57400167317
220202.5428407269,66407.92859970538,0.8269311924352956,274.2403980538256,120.92873096312297,1084.0376291497878,69184.100147842
294309.2950605265,80331.9787494611,0.8111409113641697,198.78282590014868,92.80287718040162,1745.1095620250278,158091.6077973856
208728.89064159195,57901.14333397004,0.7704013845480276,320.1917672793746,134.92507132054442,1078.6337747305374,103105.12640569301
212877.51953613822,71565.16857404045,0.9072782441917241,166.72282368465113,132.90968362282152,1250.4924157216778,185181.83471197702
196277.70421169163,62573.68817079327,0.7753574825383444,317.8582547316015,163.2650944661092,2265.6125415467145,129022.24279909329
104061.43923504793,62387.825561273356,0.9405685238669759,258.44069868810476,113.84443530093998,1423.7270396946615,56118.84349708315
198674.30622753914,78185.32222384628,0.8924642835826295,246.1314755251843,124.38300655327878,1586.9731492718893,151144.6734415369
203011.51049705132,74904.99618785636,0.8641577929700386,228.20323652764202,124.9876736742151,1848.0270922755017,184164.64318728482
323162.10562426434,74762.11563200766,0.7638654506937603,265.9654445740828,151.5490655952695,1698.2727551890418,202578.8839125686
190381.95176094386,80665.74568585194,0.8134843004147501,248.49461190300607,118.09408935226095,1560.1675620574306,104159.35499798798
215077.36711668063,65252.046099593106,1.0133086838738634,294.13207528066084,125.58043051540679,1645.98440098649,45880.45972628286
198264.41151473785,73183.43565553956,0.9751375781436571,254.56910594648159,132.1579301943308,2461.36623409531,57800.35860720128
141566.0981190234,61276.79892087853,0.7533667132802173,256.0120704584751,123.73218246312716,1476.9524811865658,61714.39591367886
257141.14072575103,68889.99622986131,0.9148998458143839,235.45551151144576,111.07132770898943,1580.439618685987,106582.46353657184
237596.65163433872,63438.283347587785,1.0127080685057683,247.7221750511573,123.88179985796616,1920.2617584030447,119732.79339453147
239551.59735215234,66163.95157991262,0.6495892078317942,262.3120707556824,141.47263499719543,1942.2103731831935,131741.93029318727
154530.62726026305,72141.88430524296,0.9815040288569903,181.593264293735,99.4696940117788,1974.812122224152,118407.61392594672
270139.71554680495,55181.35180119833,0.800606436158123,196.07258311577147,122.65939348293752,1755.492088811674,146323.07931551762
129907.44686038596,90108.64730822553,0.9855898002889739,279.7305637609086,105.99758370121654,1042.7980349078066,92685.37971638322
229342.8546900135,52927.791422003575,0.7855111265186225,256.83461752511766,143.90093257849685,2153.3726129204383,128493.07900875591
309522.7812904989,50429.736646547215,0.6292676849003223,242.64066654589283,89.5362619043245,1041.4618427925247,53311.67833541102
150473.18374346558,78897.33048200082,0.6558686343175256,250.73735732261574,108.82156305456823,1621.0541860956132,32313.028737420114
171685.1135198614,74499.95232755523,0.9072127419992073,263.90326821446683,127.54423750129041,1198.289659992257,87460.8707697501
204982.56825438206,72489.43780462586,0.9389583752582223,228.40961278762555,151.31048058468681,1474.344661362803,62211.25274620836
174826.21729419005,72540.14611117136,0.7643525062343387,218.8678109839075,118.68499477854024,1631.5049641213923,129148.1618674147
122466.82844669337,64853.038725837025,0.9957888688166061,257.83381020390726,108.89600946613604,1628.5428861801092,142763.07923722925
203428.14874030137,54232.94754217002,0.6507719906596561,210.8650888953987,157.6231413888118,1668.768301694114,182359.20362872325
146884.81431369475,65909.65469832471,0.8900880302029025,266.33011022857886,91.03972199167512,2145.4845076234587,61072.52334583043
223679.62153175907,56874.05946185466,0.7183475700356315,181.8966558304864,76.02388086759836,1681.4137206055918,190968.47109724555
154028.78828830985,76701.43680101301,0.8022245838296762,291.16622549302576,128.80028900106666,1402.3373458837405,88665.29494897136
277496.72025087697,63235.31142197434,0.9071098006974622,268.90389929652173,109.95891551294778,1885.634867315343,124442.83470246725
160837.33538318815,55094.03363848986,0.7709379952074071,260.241189372555,99.57534365738573,1975.7881955698563,48824.975338933335
183896.92418971623,61143.36990016408,0.8423166683655262,289.30763935782056,134.16712894598706,1008.956873945203,81508.11777694707
240675.8608684835,69955.17745130749,1.050943921382166,316.61897777850305,124.87601427542398,1738.9600279399433,102160.20336821326
138456.78417830224,58235.3053663523,0.8134662195715278,290.5748026007252,108.71842738526543,1780.4690969243593,75300.78239648358
211372.99673020648,55133.355253202826,1.0253538168097713,176.3650307467342,94.39391202658211,1380.9745986560033,126625.79450564986
265357.1377141214,67924.24653790295,0.7305439718013573,198.81692133057194,137.4491465656029,2050.282725324648,151468.4826783502
119625.83827193863,67939.59885330468,0.9794706266872925,225.00725689217285,133.00402355917322,1439.9777651869892,97748.41113145757
209231.69292661521,58916.68189554644,1.116235293098685,251.04364200843335,118.01648272441234,1550.2305813886169,173049.75570300428
212994.13971242117,59347.54033258013,0.5292533249809066,270.7063608187649,156.9327399209533,1430.7712702864521,163829.29476876743
239091.14358886553,67784.59924829163,0.7804657116794285,220.97024747386138,98.59830467347695,1506.231619032587,51387.82946085108
138152.4644560959,47622.98790203211,0.986560819077081,257.4706705790831,89.48949658150522,1061.4899652419192,-60240.14397756191
133977.16934578618,48110.43470748134,0.8695431920935511,219.7846827058671,106.16183860237511,923.9796469622822,120783.81287125414
226097.07828084487,56378.66934497077,0.9556718810056963,225.53928788032206,119.08827967289004,2137.8020252899887,55840.366700379614
214849.2336616593,62438.63417945783,0.8094022219926269,193.7335561260711,124.86678898645384,1161.215460672669,112680.8962017703
212524.64251729383,68730.89078717606,0.912988468120935,213.07067015556385,115.1752788428734,1103.443060217477,60592.862902989655
217322.4104748488,82704.27460339462,0.8766484146911881,195.93261577534665,127.04110793028593,638.6439545585141,37969.47958194424
165998.76392107544,75291.91547842423,1.075167309248971,210.9650698809067,94.96921151619112,1244.415300924199,120450.92540802104
211612.68485805017,63080.73764043888,0.938163126495182,292.1456718643136,148.8752920814652,970.7640826370007,152850.7777138724
214653.62366493407,64771.80550516774,0.9506403993112803,212.02404444672229,118.35697643214863,2156.8060640545477,92270.51378078945
164282.4290986816,52969.6476243463,0.83821845508163,355.29528259349564,142.34591663176255,1903.9268357370536,-51439.56397573749
293288.72555723786,64777.84236809132,0.826859066389126,269.73271603523557,126.85450692755408,1224.7398619289106,125332.23459329834
223691.64604558938,61536.09633295834,0.8351162718270568,257.39344494779493,129.13506438307567,2400.9743221377234,139615.5449980881
140434.82513986758,68872.62272405707,0.9591678213567445,215.66568879275147,131.3953456046441,1892.7061947966376,13249.757699448819
232827.6804316915,55073.22867737213,0.8368523278769606,278.01239517635963,128.9541712003463,1370.067446596551,129994.36587494297
151265.91648863393,71232.15817089406,0.9434662285344619,226.97448695048905,132.8544551973509,500.23771405057073,90592.78464486558
239354.2301871226,83392.86695603094,1.211310119796816,254.88039258581446,146.58305060264863,2416.377029036297,167507.78172997697
257929.7789503702,63694.87821851771,1.0306687055147539,352.4033815307518,123.9304233940294,944.1710132945616,129742.18139178667
158965.88408241447,69820.54066518729,0.8510964701748238,246.157604011014,134.18007515177024,841.8405012172433,42943.891951686885
248168.80646221607,73281.72790053335,1.0801820883245918,295.97093305142704,118.20528611425547,1909.028172803856,187198.65355848166
220639.0463468249,60185.354337369965,0.8387886940467673,221.8729429949645,148.80234430898946,2475.9009625357094,120719.1115242713
241103.0079997245,67689.109781725,0.5942813197233219,248.60046038012152,106.4721539588146,2053.7091274042073,121225.9706324568
294839.6491326974,65151.10880938154,0.7487870533623894,320.8320254254204,156.0188086582163,1725.563648020944,105639.30637799196
187730.59419985648,66172.11318258598,0.6193812118461217,224.9213176884893,119.19684098711313,1737.9017366661144,80573.22057057744
162313.1917821255,55723.8825937344,0.8472729773938037,322.49794231987715,91.38449795763904,1841.366223512123,25433.011364457372
155524.27851872385,65294.12209110731,0.9027627568784328,278.310077418219,122.56208829821578,1803.571435914706,73565.88650290693
159209.4857517281,70975.9794949454,1.1514655968412923,227.5013289642293,106.37896685050238,1612.4765695877504,176271.96316887985
196144.9145292948,82413.7232935405,0.9490391060646244,275.2963095622208,136.8128709797745,1541.6804415807505,40117.934818690366
217057.59874083218,76511.24991302248,0.8671349206786704,288.9021779850692,106.94752041395218,1474.9627488401911,27574.757080395648
213834.53996650095,90838.18949013867,1.0244108371775233,274.87239848868785,111.07633133570441,1198.4141644533295,186341.93673934293
241359.16245180118,55791.829245343404,0.5683297036488173,187.19101120438174,82.20918538108938,1387.7299692532904,113949.52199394487
200650.09459389534,75467.84764064813,0.935342183716285,220.91451296700527,110.95387361501847,822.8172743218458,78372.90842388333
272676.7038578658,67200.10406886022,1.015629779083045,240.0992545779398,71.52241346742088,1460.6641492821,187075.60967661746
186767.1583381022,91277.63519861207,0.6782120631330237,247.02266283599815,88.32194353028554,1104.563557139633,64039.772790571005
336008.45832948096,55300.420575738186,1.0715631064810394,274.82688390202713,135.20829312288595,1058.5642731136916,268128.4286598889
231283.3673882503,54923.337893830685,0.9507744611241622,257.10804003733017,135.71600317301665,1571.9576604613915,159900.85044936795
157142.12217918586,57807.28825467173,0.8377068129148798,196.58622565159595,128.5091512356993,2056.8009145378396,70972.6415981092
146455.3750969444,39513.25130828231,0.9949172799159427,265.2079140402385,100.66047713741574,1867.3266424009253,180377.52832005318
224123.62076215926,58690.939739830865,1.2406039286706594,274.42342981135295,119.0457728771604,871.7997585507292,88649.12623918954
188826.86073370746,55890.40806135563,0.9272799382587743,272.3916179172416,119.92794921818863,1104.148745371865,135503.28377300332
235700.02470460458,66804.72543771449,0.9372330879450504,293.2312290221849,96.83270621614915,1876.3084751952863,129090.9369965584
223661.88122867723,69101.07170932592,0.8310958650689634,283.35688618195616,150.067966035343,1107.0050425846762,187152.52948744307
196358.55436715635,87514.05007059063,0.7725233445802813,268.3672031691375,137.54724581151342,1410.1467400011902,186863.2064502904
157660.31409657974,76405.0860582326,1.024550372481637,247.19337154165413,115.58071652340672,1720.0208396098208,90132.5502318214
124257.63876570677,58077.15613205116,0.7715874261136699,183.56156265936033,120.53771677989062,1112.662218054546,40581.71053595464
177674.25239664895,54219.0239438197,0.9107349355829089,267.1847287653034,124.16765615895105,1542.150202458384,117329.18982043362
242819.93971617363,70903.03005807807,0.8283513829852325,258.30750748652446,79.16530263151418,966.3898020327182,83943.21774104153
210704.6872065102,49157.2015157523,0.9718469738619588,260.86315348781494,115.05645234958806,1259.4529424195146,210290.53593400586
137713.0610644006,86977.50519025224,0.9500493157930423,198.93005696718762,106.36031504004403,1627.912773657015,90632.11097822568
208659.0462925591,79153.28144865544,1.0556309916386848,206.7577383836695,99.96759980210169,862.8025065873322,98513.32283490151
219265.86898644184,59369.892174743545,0.823497540171788,292.12611413331615,114.3779941422809,1676.1898951841595,117814.4958212314
155807.12818994335,44442.38565090947,0.8595187597059943,248.4177938457338,155.95373053699046,1492.1448804293275,25312.439338025288
207686.2552972764,81246.46848998495,0.7531854426326539,277.26002789490497,132.8168572253402,1720.9959817668591,62534.13712052996
202910.4359223,63625.52185696858,0.8333560109885833,251.13273504521845,108.57642020434406,1589.5656536258646,165646.2204482572
142851.48510846886,79853.79574368155,0.9565950739567278,251.19024557982982,131.45165562712316,2045.6561719895376,51316.735989406414
